Date,Open,High,Low,Close,Adj Close,Volume
13/11/2022,1255.441284,1271.712524,1208.520996,1221.819214,1221.819214,10717455214
14/11/2022,1221.895508,1284.217651,1178.429077,1241.604248,1241.604248,15028035663
15/11/2022,1241.677734,1283.19873,1238.688232,1251.736206,1251.736206,11798011594
16/11/2022,1251.808838,1264.486328,1192.987793,1215.602539,1215.602539,11939561598
17/11/2022,1215.848633,1224.965698,1189.15271,1200.808594,1200.808594,9723646871
18/11/2022,1200.802124,1226.737427,1200.802124,1212.300293,1212.300293,7979913378
19/11/2022,1212.215454,1227.83728,1200.475586,1218.426758,1218.426758,5978745776
20/11/2022,1218.436279,1224.077759,1137.933228,1142.466675,1142.466675,9651002684
21/11/2022,1142.395752,1142.395752,1084.8573,1108.353027,1108.353027,14080099208
22/11/2022,1107.895996,1136.442627,1081.138184,1135.173462,1135.173462,12040670755
23/11/2022,1135.421509,1184.997314,1130.022827,1183.199585,1183.199585,11242676044
24/11/2022,1183.345093,1211.627441,1180.379761,1203.983154,1203.983154,9706372376
25/11/2022,1203.799438,1203.799438,1174.823364,1198.925903,1198.925903,5483308196
26/11/2022,1198.790527,1227.038086,1198.0979,1205.897949,1205.897949,5074160558
27/11/2022,1205.905273,1220.349487,1195.039063,1195.126953,1195.126953,4486976868
28/11/2022,1194.960327,1198.737671,1156.0625,1170.086182,1170.086182,7275411870
29/11/2022,1169.87439,1222.164185,1163.477539,1216.901245,1216.901245,7639405818
30/11/2022,1216.928711,1302.038696,1215.497925,1295.688599,1295.688599,9836925304
01/12/2022,1295.769531,1295.999878,1267.708496,1276.273926,1276.273926,6857935276
02/12/2022,1276.328613,1294.303345,1269.243164,1294.303345,1294.303345,6213645709
03/12/2022,1294.456543,1299.840332,1241.431885,1243.334839,1243.334839,5672609405
04/12/2022,1243.219238,1281.49231,1242.911743,1280.256592,1280.256592,5174128454
05/12/2022,1279.998901,1302.237549,1252.472412,1259.676758,1259.676758,6120359523
06/12/2022,1259.854248,1271.923218,1247.629883,1271.653809,1271.653809,5089212680
07/12/2022,1271.553101,1272.694092,1224.447998,1232.4375,1232.4375,5752205180
08/12/2022,1232.451782,1286.229736,1226.358521,1281.116333,1281.116333,6227269815
09/12/2022,1281.077271,1290.05542,1260.818726,1264.28479,1264.28479,5706183865
10/12/2022,1264.375488,1279.527954,1262.119873,1266.384155,1266.384155,3282499999
11/12/2022,1266.417847,1281.783203,1260.663696,1263.86853,1263.86853,3362005848
12/12/2022,1263.573486,1275.610352,1243.477783,1274.619019,1274.619019,5151109364
13/12/2022,1274.662476,1341.439331,1258.472412,1320.549194,1320.549194,8812883119
14/12/2022,1320.688599,1346.174438,1305.833374,1309.328735,1309.328735,7830915428
15/12/2022,1309.190796,1311.067139,1262.689331,1266.353882,1266.353882,6032859783
16/12/2022,1266.460571,1278.156982,1162.175659,1168.259399,1168.259399,9297811507
17/12/2022,1168.066772,1189.045044,1165.407837,1188.149536,1188.149536,5077258586
18/12/2022,1188.12854,1194.214478,1176.185791,1184.71521,1184.71521,3350092519
19/12/2022,1184.758301,1192.923828,1160.377197,1167.609863,1167.609863,4943628091
20/12/2022,1167.88269,1224.092651,1165.599487,1217.703613,1217.703613,6684951715
21/12/2022,1217.586426,1218.192261,1206.440063,1213.599976,1213.599976,4217182733
22/12/2022,1213.672607,1221.986816,1187.127808,1218.182129,1218.182129,5297471739
23/12/2022,1218.079346,1226.998779,1215.994873,1220.159424,1220.159424,4835831923
24/12/2022,1220.11792,1224.911621,1216.338745,1221.14856,1221.14856,2626153345
25/12/2022,1221.171509,1223.517822,1203.719604,1218.962036,1218.962036,3942720070
26/12/2022,1218.920166,1226.974365,1214.335938,1226.974365,1226.974365,3282098400
27/12/2022,1226.987061,1230.418091,1205.89563,1212.791626,1212.791626,4091530737
28/12/2022,1212.736572,1213.128906,1185.702148,1189.986084,1189.986084,4991669631
29/12/2022,1190.010132,1204.141602,1188.360229,1201.595337,1201.595337,4132233940
30/12/2022,1201.56958,1202.034668,1187.462524,1199.232788,1199.232788,4055668253
31/12/2022,1199.360107,1205.088623,1194.203735,1196.77124,1196.77124,3018513333
01/01/2023,1196.713623,1203.475342,1192.885376,1200.964844,1200.964844,2399674550
02/01/2023,1201.103271,1219.860596,1195.214966,1214.656616,1214.656616,3765758498
03/01/2023,1214.744019,1219.095337,1207.491577,1214.778809,1214.778809,3392972131
04/01/2023,1214.718628,1264.807495,1213.168823,1256.526611,1256.526611,6404416893
05/01/2023,1256.484619,1258.571533,1245.173096,1250.438599,1250.438599,4001786456
06/01/2023,1250.458984,1273.220337,1240.94751,1269.379028,1269.379028,4977252792
07/01/2023,1269.4198,1270.598267,1262.271118,1264.270386,1264.270386,2565213548
08/01/2023,1264.181885,1287.359497,1260.226807,1287.359497,1287.359497,3495088905
09/01/2023,1287.450806,1342.144165,1286.680786,1321.53894,1321.53894,7990438824
10/01/2023,1321.395508,1342.757202,1318.527222,1336.58606,1336.58606,5830173253
11/01/2023,1336.486816,1387.932739,1323.58313,1387.932739,1387.932739,6314904311
12/01/2023,1405.35144,1432.28125,1378.422119,1417.938477,1417.938477,12230193038
13/01/2023,1417.946167,1461.672729,1404.023926,1451.614868,1451.614868,7684148212
14/01/2023,1451.428467,1563.739136,1450.988403,1550.706909,1550.706909,15444626014
15/01/2023,1550.731567,1556.950806,1520.893799,1552.479492,1552.479492,6774614499
16/01/2023,1552.519287,1594.039795,1529.573608,1576.833496,1576.833496,8454485431
17/01/2023,1577.107422,1594.000977,1553.335938,1567.846069,1567.846069,7599462786
18/01/2023,1567.698975,1602.106689,1509.422852,1515.506958,1515.506958,10354880595
19/01/2023,1515.249634,1557.970337,1514.380005,1552.556519,1552.556519,6432638856
20/01/2023,1552.373657,1659.885742,1544.917847,1659.75415,1659.75415,8528894754
21/01/2023,1659.706055,1674.179321,1626.812988,1627.118164,1627.118164,8859250310
22/01/2023,1627.365967,1658.023438,1612.085693,1628.38208,1628.38208,7517988734
23/01/2023,1628.550781,1641.21814,1607.903076,1628.251099,1628.251099,8264507375
24/01/2023,1627.848267,1639.723877,1551.389771,1556.604248,1556.604248,8180274691
25/01/2023,1556.807495,1632.241699,1530.797852,1611.71106,1611.71106,10598973448
26/01/2023,1611.080933,1626.198242,1586.598145,1603.105957,1603.105957,8395315241
27/01/2023,1603.080078,1617.000854,1565.244995,1598.156494,1598.156494,8124465373
28/01/2023,1598.125366,1604.704102,1565.390137,1572.435059,1572.435059,5803653357
29/01/2023,1572.629517,1653.724976,1568.984863,1646.15564,1646.15564,8801292300
30/01/2023,1646.147705,1646.651611,1546.660767,1567.326538,1567.326538,9180418120
31/01/2023,1567.419922,1598.517578,1563.804321,1586.5354,1586.5354,6585191019
01/02/2023,1586.488159,1644.727539,1566.8573,1641.792725,1641.792725,8116969489
02/02/2023,1641.365967,1704.45813,1641.322632,1643.241577,1643.241577,10558081069
03/02/2023,1642.904663,1670.696899,1634.223389,1664.745605,1664.745605,8169519805
04/02/2023,1664.47229,1690.099609,1648.189209,1667.059204,1667.059204,5843302512
05/02/2023,1667.166504,1671.770264,1616.391846,1631.645874,1631.645874,6926696531
06/02/2023,1631.645264,1653.715454,1611.319092,1616.24707,1616.24707,6919871886
07/02/2023,1616.009644,1673.797852,1614.863037,1672.00354,1672.00354,8030277434
08/02/2023,1671.905273,1688.527222,1635.265015,1650.716797,1650.716797,7806089579
09/02/2023,1651.082275,1655.234863,1537.182251,1546.438232,1546.438232,10524969124
10/02/2023,1546.596558,1553.325684,1504.834473,1514.869141,1514.869141,8397387897
11/02/2023,1514.941895,1541.334717,1510.146973,1539.926758,1539.926758,5064007416
12/02/2023,1539.776001,1545.554199,1501.462036,1515.033691,1515.033691,5319698775
13/02/2023,1514.916992,1524.731445,1470.023926,1507.165894,1507.165894,9363855114
14/02/2023,1506.992065,1562.034302,1497.194458,1556.875122,1556.875122,9249575045
15/02/2023,1556.765137,1674.289795,1545.689697,1673.745972,1673.745972,10015035156
16/02/2023,1673.867432,1732.801147,1638.145508,1640.067627,1640.067627,12704861676
17/02/2023,1640.280151,1716.78186,1636.173828,1694.783325,1694.783325,9802443159
18/02/2023,1694.741821,1705.309082,1683.670166,1691.819458,1691.819458,5491437195
19/02/2023,1691.680176,1718.947632,1673.906616,1681.436157,1681.436157,6959144003
20/02/2023,1682.337036,1716.48938,1659.295044,1702.675171,1702.675171,7703604237
21/02/2023,1702.797852,1714.285645,1642.396729,1658.036377,1658.036377,8721608198
22/02/2023,1658.140991,1663.996826,1604.803345,1643.231689,1643.231689,9189387004
23/02/2023,1643.298584,1674.601563,1632.566162,1651.073853,1651.073853,9013236167
24/02/2023,1650.895142,1661.091309,1583.147827,1608.373169,1608.373169,8909129423
25/02/2023,1608.658325,1608.865112,1567.631714,1594.914917,1594.914917,5657686235
26/02/2023,1594.761108,1645.273438,1590.393066,1640.817139,1640.817139,5727967432
27/02/2023,1640.763672,1662.575684,1615.387939,1634.326416,1634.326416,7239824677
28/02/2023,1634.502441,1644.435791,1602.428101,1605.895142,1605.895142,6323676957
01/03/2023,1606.040405,1663.433716,1601.548584,1663.433716,1663.433716,7701847224
02/03/2023,1663.549072,1672.051147,1622.599976,1647.319336,1647.319336,7080950926
03/03/2023,1647.557739,1648.475342,1552.451538,1569.167603,1569.167603,9922240199
04/03/2023,1569.278076,1575.637207,1551.736816,1566.92395,1566.92395,4389045367
05/03/2023,1567.179321,1584.208862,1559.954102,1564.46875,1564.46875,5020886238
06/03/2023,1564.383179,1579.456299,1557.363525,1567.398682,1567.398682,5245153345
07/03/2023,1567.424683,1579.162231,1543.127563,1561.933105,1561.933105,6854058349
08/03/2023,1561.977905,1568.175293,1534.088257,1534.088257,1534.088257,7130327525
09/03/2023,1534.031616,1544.108398,1423.264771,1438.660767,1438.660767,9457897583
10/03/2023,1438.760132,1438.760132,1378.525391,1429.158081,1429.158081,12665194936
11/03/2023,1429.10083,1484.136963,1428.723145,1482.616699,1482.616699,14917080154
12/03/2023,1482.431885,1607.152588,1461.610962,1590.292969,1590.292969,11480965122
13/03/2023,1590.831177,1699.911743,1572.074707,1680.30896,1680.30896,15711468959
14/03/2023,1680.295288,1779.917847,1665.902344,1703.50708,1703.50708,16159781303
15/03/2023,1705.189941,1721.079224,1616.630371,1656.180542,1656.180542,12715339905
16/03/2023,1656.332031,1693.139282,1639.261719,1677.215454,1677.215454,9364980166
17/03/2023,1677.296753,1799.343994,1667.131836,1792.485107,1792.485107,12467445117
18/03/2023,1793.592407,1840.357544,1751.262817,1761.659668,1761.659668,10317822213
19/03/2023,1762.963257,1843.844116,1762.963257,1785.576538,1785.576538,9170565472
20/03/2023,1785.41626,1807.72522,1728.10376,1735.321289,1735.321289,10978325507
21/03/2023,1735.61792,1836.288574,1725.007324,1806.760742,1806.760742,10758627746
22/03/2023,1804.957031,1821.458252,1717.765137,1737.717041,1737.717041,12484103560
23/03/2023,1737.140869,1853.888062,1732.524658,1816.405151,1816.405151,11012966854
24/03/2023,1815.819824,1819.935303,1730.349487,1752.0448,1752.0448,10913669383
25/03/2023,1751.469482,1762.674561,1716.651978,1743.764771,1743.764771,6614309912
26/03/2023,1743.842163,1797.880249,1741.182861,1775.676758,1775.676758,6990313307
27/03/2023,1775.481323,1781.379272,1690.516602,1715.460815,1715.460815,8585750760
28/03/2023,1715.327393,1791.110962,1702.564697,1772.785645,1772.785645,8346890042
29/03/2023,1772.899902,1825.600952,1772.899902,1793.001831,1793.001831,9136176952
30/03/2023,1793.345947,1827.280273,1766.248901,1792.737183,1792.737183,9724496987
31/03/2023,1793.620117,1844.677368,1783.142212,1822.022095,1822.022095,9149379763
01/04/2023,1821.704346,1840.173096,1811.11853,1813.860596,1813.860596,5556443606
02/04/2023,1821.192139,1824.328857,1774.872437,1795.70813,1795.70813,6199721188
03/04/2023,1794.922485,1839.157837,1765.518921,1810.297119,1810.297119,9643826401
04/04/2023,1810.14209,1886.594604,1802.955444,1871.005127,1871.005127,10398322335
05/04/2023,1870.965088,1937.497559,1865.941895,1909.114014,1909.114014,10319231689
06/04/2023,1909.143555,1909.271729,1857.085083,1872.922607,1872.922607,8263191830
07/04/2023,1872.734131,1882.299194,1845.993896,1865.636108,1865.636108,8356130492
08/04/2023,1864.679077,1879.107788,1848.875488,1849.498169,1849.498169,5016362733
09/04/2023,1849.672241,1873.057373,1828.700073,1859.387817,1859.387817,6361497715
10/04/2023,1859.741211,1917.300171,1848.164185,1911.20752,1911.20752,8380134275
11/04/2023,1911.375854,1936.728271,1886.53418,1892.189697,1892.189697,8877222956
12/04/2023,1891.949707,1929.881226,1860.036865,1920.682129,1920.682129,11010714187
13/04/2023,1917.698364,2022.150146,1901.860352,2012.634644,2012.634644,12546950499
14/04/2023,2013.930664,2126.31665,2011.503296,2101.635498,2101.635498,16298099411
15/04/2023,2101.616455,2111.075439,2076.510742,2092.466797,2092.466797,8036468153
16/04/2023,2092.281006,2137.445068,2076.832031,2120.005859,2120.005859,7898126856
17/04/2023,2120.001221,2120.113525,2063.038574,2076.24292,2076.24292,9648882546
18/04/2023,2075.855225,2121.531494,2057.653809,2104.537354,2104.537354,9134015143
19/04/2023,2103.946289,2104.857178,1928.582886,1936.403442,1936.403442,13779745451
20/04/2023,1936.417969,1979.573364,1918.132813,1943.097656,1943.097656,11324135406
21/04/2023,1943.409912,1955.64917,1827.78894,1849.999878,1849.999878,12044274581
22/04/2023,1849.286499,1886.781616,1845.849243,1874.228638,1874.228638,6970642726
23/04/2023,1874.171509,1882.229736,1838.992432,1862.062012,1862.062012,6607451862
24/04/2023,1862.085327,1888.193726,1811.792114,1842.757446,1842.757446,8438191338
25/04/2023,1842.204346,1877.484985,1805.322876,1866.753662,1866.753662,8677255481
26/04/2023,1866.148926,1962.567627,1792.463867,1866.564209,1866.564209,14356524696
27/04/2023,1866.693237,1936.94519,1863.147949,1908.786377,1908.786377,14008145806
28/04/2023,1909.273071,1923.199219,1876.29187,1892.512817,1892.512817,7691759733
29/04/2023,1892.565063,1916.973755,1887.990479,1908.916992,1908.916992,4796651246
30/04/2023,1908.741333,1938.417969,1876.924316,1876.924316,1876.924316,6539641957
01/05/2023,1868.891113,1886.206421,1809.193237,1831.954834,1831.954834,8625783201
02/05/2023,1831.726563,1879.759521,1824.327026,1870.789307,1870.789307,7536785767
03/05/2023,1870.687134,1915.50415,1845.871826,1904.651855,1904.651855,8306390869
04/05/2023,1905.168945,1915.871704,1868.629761,1877.704102,1877.704102,6578438233
05/05/2023,1877.83313,1998.413574,1876.946655,1995.060913,1995.060913,9498261360
06/05/2023,1995.479126,2017.559448,1870.605591,1900.221802,1900.221802,9623243037
07/05/2023,1899.917603,1933.998413,1873.076416,1873.076416,1873.076416,6883942236
08/05/2023,1872.475098,1886.162109,1818.450562,1849.042725,1849.042725,9895102899
